"NUTS_ID","Region_LTN","Spss code","Year","PRG","RES","INT","KNW","GDP"
"DE80","Mecklenburg-Vorpommern",14210,1992,0.180283836,-0.016615295,-0.110888064,0.119649055,
"DE91","Braunschweig�",4142,1992,0.161479096,0.164984853,-0.088939672,0.199678523,
"DE92","Hannover�",4143,1992,0.199088576,-0.198215443,-0.132836455,0.039619587,
"DE93","L�neburg�",4145,1992,0.268164013,0.152373979,-0.066534301,0.268290614,
"DE94","Weser-Ems�",4141,1992,0.418397819,-0.038732277,-0.326616927,0.22299995,
"DEA1","D�sseldorf�",4414,1992,-0.153471524,-0.139105827,-0.425540693,-0.01041285,
"DEA2","K�ln�",4415,1992,0.206146314,-0.002119735,0.014561421,0.046367721,
"DEA3","M�nster�",4416,1992,0.035182674,0.236077671,-0.369743834,0.196717797,
"DEA4","Detmold�",4413,1992,0.123365907,0.071772068,-0.19019935,0.114351146,
"DEA5","Arnsberg�",4412,1992,-0.096732424,0.027716966,-0.264049035,0.05470877,
"DEB1","Koblenz�",4431,1992,0.289683978,-0.646948632,-0.417639025,-0.184768015,
"DEB2","Trier�",4435,1992,-0.542732865,-0.47767703,0.529320336,0.05010775,
"DEB3","Rheinhessen-Pfalz�",4434,1992,0.183275274,-0.006853726,0.146424024,0.312453945,
"Dec-00","Saarland",4440,1992,-0.594283564,0.388286627,-0.641939499,-0.200213361,
"DED2","Dresden�",14522,1992,0.108430305,0.006658341,-0.299587394,-0.04494746,
"DED4","Chemnitz�",14521,1992,0.256915273,0.040226239,-0.244688272,0.041831205,
"DED5","Leipzig�",14523,1992,0.498170165,0.240855726,0.011160094,0.547011723,
"DEE0","Sachsen-Anhalt","Missing",1992,0.270584311,0.037770359,-0.257603706,0.00825257,
"DEF0","Schleswig-Holstein",4110,1992,0.091068609,0.128000751,0.245645525,0.241479303,
"DEG0","Th�ringen",14510,1992,0.27912359,0.378016146,0.037174253,0.341701171,
"DK01","Hovedstaden",7100,1992,,,,,
"DK02","Sj�lland�",7200,1992,,,,,
"DK03","Syddanmark",7300,1992,,,,,
"DK04","Midtjylland�",7400,1992,,,,,
"DK05","Nordjylland�",7500,1992,,,,,
"EE00","Eesti",18,1992,,,,,
"EL51","Anatoliki Makedonia, Thraki",11120,1992,0.449774985,-0.407222238,0.434085053,-0.432140228,
"EL52","Kentriki Makedonia",11210,1992,0.434518741,-0.646946179,0.667838048,-0.300550646,
"EL53","Dytiki Makedonia",11214,1992,0.434518741,-0.646946179,0.667838048,-0.300550646,
"EL61","Thessalia",11230,1992,-0.087603472,-0.220496907,0.270648428,-0.393481078,
"EL54","Ipeiros",11220,1992,0.26916832,-0.298361334,-0.042417264,-0.592921562,
"EL62","Ionian Islands",11430,1992,,,,,
"EL63","Dytiki Ellada",11315,1992,,,,,
"EL64","Sterea Ellada",11314,1992,,,,,
"EL65","Peloponnisos",11320,1992,-0.150730153,-0.676773437,-0.188547096,-0.646078795,
"EL30","Attiki",11311,1992,0.211714941,-0.652015988,0.018999255,-0.53185521,
"EL41","Voreio Aigaio�",11410,1992,-0.269024478,-0.401066669,0.347736209,-0.402525715,
"EL42","Notio Aigaio�","Missing",1992,-0.269024478,-0.401066669,0.347736209,-0.402525715,
"EL43","Kriti",11420,1992,0.722148784,-0.344567147,0.538467216,-0.449736621,
"ES11","Galicia",12110,1992,0.094329983,-0.123756024,0.228647139,0.069540229,
"ES12","Principado de Asturias",12120,1992,0.361210306,0.070025311,-0.100061408,0.234351009,
"ES13","Cantabria",12130,1992,0.36076011,-0.028175169,-0.031836608,-0.173664964,
"ES21","Pa�s Vasco",12210,1992,-0.018834617,-0.050536161,0.068516073,-0.149325439,
"ES22","Comunidad Foral de Navarra",12220,1992,0.197295392,-0.230046878,-0.159911894,-0.000488728,
"ES23","La Rioja",12230,1992,0.760506784,-0.141821502,-0.124792145,-0.127877028,
"ES24","Arag�n",12240,1992,0.001393742,-0.025479459,0.238504807,-0.017074056,
"ES30","Comunidad de Madrid",12310,1992,0.033249593,-0.036319107,0.347374883,0.070388707,
"ES41","Castilla y Le�n",12410,1992,-0.081720445,-0.094879734,-0.120360023,-0.322004558,
"ES42","Castilla-La Mancha",12420,1992,-0.039302636,-0.227692834,-0.07964468,-0.262194769,
"ES43","Extremadura",12430,1992,-0.29692706,-0.342363022,0.084878632,-0.224385374,
"ES51","Catalu�a",12510,1992,-0.113398748,-0.097451521,0.015042071,-0.119619583,
"ES52","Comunidad Valenciana",12520,1992,-0.036924913,0.0099585,-0.177224574,-0.122615269,
"ES53","Illes Balears",12530,1992,0.077627563,-0.197777704,-0.111965556,-0.148547619,
"ES61","Andaluc�a",12610,1992,-0.126608816,-0.182151299,-0.24351039,-0.304445392,
"ES62","Regi�n de Murcia",12620,1992,0.174878293,-0.307304057,0.208705997,-0.333071592,
"ES63","Ciudad de Ceuta","Missing",1992,0.174878293,-0.307304057,0.208705997,-0.333071592,
"ES64","Ciudad de Melilla","Missing",1992,0.174878293,-0.307304057,0.208705997,-0.333071592,
"ES70","Canarias",12710,1992,0.287907804,-0.163256551,-0.007998455,0.125208648,
"FI19","L�nsi-Suomi",15190,1992,,,,,
"FI1B","Helsinki-Uusimaa","Missing",1992,,,,,
"FI1C","Etel�-Suomi",15180,1992,,,,,
"FI1D","Pohjois- ja It�-Suomi",15110,1992,,,,,
"FI20","�land",15110,1992,,,,,
"FR10","Ile-de-France",1100,1992,-0.152770963,0.266435053,0.096760333,0.282894188,
"FRF2","Champagne-Ardenne",1210,1992,-0.172955736,-0.023510396,0.382792473,0.297700607,
"FRE2","Picardie",1220,1992,-0.045122709,0.04921405,0.180610977,0.053264992,
"FRD2","Haute-Normandie",1230,1992,0.166681638,0.242146731,0.568214784,0.383029085,
"FRB0","Centre � Val de Loire",1240,1992,-0.436788789,0.015489084,0.032534938,-0.046396894,
"FRD1","Basse-Normandie",1250,1992,-0.029115642,0.188376659,0.224015158,0.22344272,
"FRC1","Bourgogne",1260,1992,-0.187794247,0.090802839,0.332439137,0.221870877,
"FRE1","Nord-Pas de Calais",1300,1992,-0.264156957,-0.012725349,0.365654983,0.261626031,
"FRF3","Lorraine",1410,1992,-0.133754243,-0.172605114,-0.049146083,-0.16954633,
"FRF1","Alsace",1420,1992,0.245957351,0.565597658,0.204682443,0.593038686,
"FRC2","Franche-Comt�",1430,1992,-0.145774848,0.300045917,-0.037823725,0.196189585,
"FRG0","Pays de la Loire",1510,1992,-0.403025278,0.131185697,0.099829141,0.269948118,
"FRH0","Bretagne",1520,1992,-0.008131363,0.205237924,0.405268541,0.413784678,
"FRI3","Poitou-Charentes",1530,1992,0.17803944,-0.314015979,0.526446591,0.083420445,
"FRI1","Aquitaine",1610,1992,-0.032997149,0.375152157,0.314437726,0.313491281,
"FRJ2","Midi-Pyr�n�es",1620,1992,-0.38875904,0.454544543,-0.094951753,0.118704891,
"FRI2","Limousin",1630,1992,-0.684979911,-0.241820923,0.176248691,0.064513851,
"FRK2","Rh�ne-Alpes",1710,1992,-0.328932652,0.19879473,0.191361353,0.208676774,
"FRK1","Auvergne",1720,1992,0.059608569,0.108982421,-0.175155113,0.037065182,
"FRJ1","Languedoc-Roussillon",1810,1992,-0.048446253,-0.101386479,0.437267437,0.037091076,
"FRL0","Provence-Alpes-C�te d�Azur",1820,1992,-0.107451687,0.286983778,0.302587835,0.223454277,
"FRM0","Corse",1830,1992,-0.212852543,-0.197808011,0.189518493,0.344286309,
"FRY1","Guadeloupe","Missing",1992,,,,,
"FRY2","Martinique","Missing",1992,,,,,
"FRY3","Guyane","Missing",1992,,,,,
"FRY4","La R�union","Missing",1992,,,,,
"FRY5","Mayotte","Missing",1992,,,,,
"HR03","Jadranska Hrvatska","Aggregate  (32150,32140,32160)",1992,,,,,
"HR04","Kontinentalna Hrvatska","Aggregate (32110, 32120)",1992,,,,,
"HU11","Budapest",21110,1992,,,,,
"HU12","Pest",21110,1992,,,,,
"HU21","K�z�p-Dun�nt�l",21210,1992,,,,,
"HU22","Nyugat-Dun�nt�l",21220,1992,,,,,
"HU23","D�l-Dun�nt�l",21230,1992,,,,,
"HU31","�szak-Magyarorsz�g",21310,1992,,,,,
"HU32","�szak-Alf�ld",21320,1992,,,,,
"HU33","D�l-Alf�ld",21330,1992,,,,,
"IE04","Northern and Western","Aggregate",1992,-0.294169842,0.033738833,-0.287209573,-0.328345813,
"IE05","Southern","Aggregate",1992,-0.20142741,0.064302809,-0.072845293,-0.269674063,
"IE06","Eastern and Midland","Aggregate",1992,-0.136146607,0.073092267,-0.170103488,-0.119911492,
"IS00","Iceland",29,1992,,,,,
"ITC1","Piemonte",5110,1992,-0.156099504,0.200982282,0.000123309,0.044366052,
"ITC2","Valle d'Aosta",5110,1992,-0.156099504,0.200982282,0.000123309,0.044366052,
"ITC3","Liguria",5120,1992,0.009172171,0.186572128,0.058890395,0.263673378,
"ITC4","Lombardia",5130,1992,-0.043339285,0.149495951,0.033330211,-0.070480933,
"ITF1","Abruzzo",5410,1992,-0.201231911,0.022707477,0.286671445,-0.076360973,
"ITF2","Molise",5410,1992,-0.201231911,0.022707477,0.286671445,-0.076360973,
"ITF3","Campania",5420,1992,0.055876901,0.098742888,-0.053891322,-0.198209678,
"ITF4","Puglia",5430,1992,0.15822171,-0.030064831,-0.056168679,-0.443049409,
"ITF5","Basilicata",5440,1992,0.099298126,-0.217910972,0.390105993,0.104969647,
"ITF6","Calabria",5450,1992,0.008913893,-0.240420888,0.192138058,-0.322039955,
"ITG1","Sicilia",5520,1992,0.271118397,-0.079575768,0.105036436,-0.270187268,
"ITG2","Sardegna",5510,1992,0.018125184,0.009136539,0.0527256,-0.161371156,
"ITH1","Provincia Autonoma di Bolzano/Bozen",5210,1992,0.406712564,0.116686057,0.106021251,0.270977114,
"ITH2","Provincia Autonoma di Trento*",5210,1992,0.406712564,0.116686057,0.106021251,0.270977114,
"ITH3","Veneto",5220,1992,-0.013131727,0.009614107,0.009238512,-0.066965964,
"ITH4","Friuli-Venezia Giulia",5230,1992,0.195049804,0.142609539,0.364220272,0.358660689,
"ITH5","Emilia-Romagna",5240,1992,-0.125596426,0.010620696,0.230204004,-0.046767219,
"ITI1","Toscana",5310,1992,-0.090044084,0.088124198,0.019258099,-0.06425928,
"ITI2","Umbria",5330,1992,0.325357016,0.154188611,0.41779735,-0.24981795,
"ITI3","Marche",5320,1992,-0.030501262,0.264551515,0.033507197,-0.048250845,
"ITI4","Lazio",5340,1992,-0.001081035,0.307754159,0.23833913,0.403571227,
"LI00","Missing","Missing",1992,,,,,
"LT01","Sostines regionas","Take lithuania",1992,,,,,
"LT02","Vidurio ir vakaru Lietuvos regionas","Take lithuania",1992,,,,,
"LU00","Luxembourg",6,1992,0.076226781,-0.049180053,0.085785234,0.078691638,
"LV00","Latvija",20,1992,,,,,
"ME00","Crna Gora","Average of Slovenian regions",1992,,,,,
"MK00","Porane�na Jugoslovenska Republika Makedonija","Take rest of makedonia",1992,,,,,
"MT00","Malta",22,1992,,,,,
"NL11","Groningen",3110,1992,0.03388464,0.09689899,0.109228561,0.02027585,
"NL12","Friesland (NL)",3120,1992,-0.100801997,-0.250219611,-0.02323974,-0.183368724,
"NL13","Drenthe",3130,1992,0.075404421,0.018106957,-0.173880048,0.15857563,
"NL21","Overijssel",3210,1992,-0.01025503,0.069872181,0.036735166,0.112980795,
"NL22","Gelderland",3220,1992,0.125592359,0.081500211,0.099727998,0.213552034,
"NL23","Flevoland",3230,1992,0.012630403,0.074769158,0.668496543,0.566957544,
"NL31","Utrecht",3330,1992,0.213756323,0.267948086,0.37448223,0.408581581,
"NL32","Noord-Holland",3310,1992,-0.01553585,0.173798149,0.192544335,0.368411468,
"NL33","Zuid-Holland",3320,1992,0.14977524,0.095222524,0.238962604,0.228107324,
"NL34","Zeeland",3420,1992,0.192715691,-0.107423261,0.149552385,0.342318218,
"NL41","Noord-Brabant",3410,1992,0.01444747,-0.042780743,0.099343472,0.17070395,
"NL42","Limburg (NL)",3430,1992,0.0420511,0.119408938,0.07305299,0.32256639,
"NO01","Oslo og Akershus",34110,1992,,,,,
"NO02","Hedmark og Oppland",34120,1992,,,,,
"NO03","S�r-�stlandet",34200,1992,,,,,
"NO04","Agder og Rogaland","Take trondelag",1992,,,,,
"NO05","Vestlandet",34300,1992,,,,,
"NO06","Tr�ndelag",34400,1992,,,,,
"NO07","Nord-Norge",34500,1992,,,,,
"PL21","Ma?opolskie",25210,1992,,,,,
"PL22","?l?skie",25220,1992,,,,,
"PL41","Wielkopolskie",25410,1992,,,,,
"PL42","Zachodniopomorskie",25420,1992,,,,,
"PL43","Lubuskie",25430,1992,,,,,
"PL51","Dolno?l?skie",25510,1992,,,,,
"PL52","Opolskie",25520,1992,,,,,
"PL61","Kujawsko-pomorskie",25610,1992,,,,,
"PL62","Warmi?sko-mazurskie",25620,1992,,,,,
"PL63","Pomorskie",25630,1992,,,,,
"PL71","?�dzkie",25110,1992,,,,,
"PL72","Swietokrzyskie",25330,1992,,,,,
"PL81","Lubelskie",25310,1992,,,,,
"PL82","Podkarpackie",25320,1992,,,,,
"PL84","Podlaskie",25340,1992,,,,,
"PL91","Warszawski stoleczny","Take PL12",1992,,,,,
"PL92","Mazowiecki regionalny",25120,1992,,,,,
"PT11","Norte",13100,1992,-0.138758236,-0.246413803,-0.3924377,-0.696878072,
"PT15","Algarve",13420,1992,0.241241129,-0.27139395,-0.542363497,-0.694589098,
"PT16","Centro (PT)",13200,1992,0.077179757,-0.376989268,-0.198487981,-0.882285167,
"PT17","�rea Metropolitana de Lisboa",13300,1992,0.186119239,-0.389555109,-0.149288689,-0.314746152,
"PT18","Alentejo",13410,1992,0.05052085,-0.492936438,-0.37795429,-0.789991535,
"PT20","Regi�o Aut�noma dos A�ores",13510,1992,0.312876844,-0.2374185,-0.591530727,-0.785685495,
"PT30","Regi�o Aut�noma da Madeira",13520,1992,-0.596970997,0.059647505,-0.450341615,-0.394534167,
"RO11","Nord-Vest",29110,1992,,,,,
"RO12","Centru",29120,1992,,,,,
"RO21","Nord-Est",29210,1992,,,,,
"RO22","Sud-Est",29220,1992,,,,,
"RO31","Sud-Muntenia",29310,1992,,,,,
"RO32","Bucure?ti-Ilfov",29320,1992,,,,,
"RO41","Sud-Vest Oltenia",29410,1992,,,,,
"RO42","Vest",29420,1992,,,,,
"RS11","Missing","missing",1992,,,,,
"RS12","Missing","missing",1992,,,,,
"RS21","Missing","missing",1992,,,,,
"RS22","Missing","missing",1992,,,,,
"SE11","Stockholm",16110,1992,,,,,
"SE12","�stra Mellansverige",16120,1992,,,,,
"SE21","Sm�land med �arna",16210,1992,,,,,
"SE22","Sydsverige",16220,1992,,,,,
"SE23","V�stsverige",16230,1992,,,,,
"SE31","Norra Mellansverige",16310,1992,,,,,
"SE32","Mellersta Norrland",16320,1992,,,,,
"SE33","�vre Norrland",16330,1992,,,,,
"SI03","Vzhodna Slovenija�",27110,1992,,,,,
"SI04","Zahodna Slovenija",27120,1992,,,,,
"SK01","Bratislavsk� kraj",26110,1992,,,,,
"SK02","Z�padn� Slovensko",26120,1992,,,,,
"SK03","Stredn� Slovensko",26130,1992,,,,,
"SK04","V�chodn� Slovensko",26140,1992,,,,,
"TR10","Istanbul",30110,1992,,,,,
"TR21","Tekirda?, Edirne, K?rklareli�",30121,1992,,,,,
"TR22","Bal?kesir, �anakkale�",30122,1992,,,,,
"TR31","?zmir�",30211,1992,,,,,
"TR32","Ayd?n, Denizli, Mu?la�",30212,1992,,,,,
"TR33","Manisa, Afyonkarahisar, K�tahya, U?ak�",30213,1992,,,,,
"TR41","Bursa, Eski?ehir, Bilecik�",30131,1992,,,,,
"TR42","Kocaeli, Sakarya, D�zce, Bolu, Yalova�",30132,1992,,,,,
"TR51","Ankara�",30411,1992,,,,,
"TR52","Konya, Karaman�",30412,1992,,,,,
"TR61","Antalya, Isparta, Burdur�",30311,1992,,,,,
"TR62","Adana, Mersin�",30312,1992,,,,,
"TR63","Hatay, Kahramanmara?, Osmaniye�",30313,1992,,,,,
"TR71","K?r?kkale, Aksaray, Ni?de, Nev?ehir, K?r?ehir�",30421,1992,,,,,
"TR72","Kayseri, Sivas, Yozgat�",30422,1992,,,,,
"TR81","Zonguldak, Karab�k, Bart?n�",30511,1992,,,,,
"TR82","Kastamonu, �ank?r?, Sinop�",30512,1992,,,,,
"TR83","Samsun, Tokat, �orum, Amasya�",30513,1992,,,,,
"TR90","Trabzon",30521,1992,,,,,
"TRA1","Erzurum, Erzincan, Bayburt�",30611,1992,,,,,
"TRA2","A?r?, Kars, I?d?r, Ardahan�",30612,1992,,,,,
"TRB1","Malatya, Elaz??, Bing�l, Tunceli�",30621,1992,,,,,
"TRB2","Van, Mu?, Bitlis, Hakkari�",30622,1992,,,,,
"TRC1","Gaziantep, Ad?yaman, Kilis�",30711,1992,,,,,
"TRC2","?anl?urfa, Diyarbak?r�",30712,1992,,,,,
"TRC3","Mardin, Batman, ??rnak, Siirt�",30713,1992,,,,,
"UKC1","Tees Valley and Durham�",9120,1992,-0.076525746,0.052443781,0.109400802,0.202464951,
"UKC2","Northumberland and Tyne and Wear�",9120,1992,-0.076525746,0.052443781,0.109400802,0.202464951,
"UKD1","Cumbria�",9210,1992,-0.043583848,0.166873383,0.059351682,0.262840011,
"UKD3","Greater Manchester�",9210,1992,-0.043583848,0.166873383,0.059351682,0.262840011,
"UKD4","Lancashire�",9210,1992,-0.043583848,0.166873383,0.059351682,0.262840011,
"UKD6","Cheshire�",9210,1992,-0.043583848,0.166873383,0.059351682,0.262840011,
"UKD7","Merseyside�",9210,1992,-0.043583848,0.166873383,0.059351682,0.262840011,
"UKE1","East Yorkshire and Northern Lincolnshire�",9220,1992,-0.199643074,0.171137508,0.037421929,0.117455175,
"UKE2","North Yorkshire�",9220,1992,-0.199643074,0.171137508,0.037421929,0.117455175,
"UKE3","South Yorkshire�",9220,1992,-0.199643074,0.171137508,0.037421929,0.117455175,
"UKE4","West Yorkshire�",9220,1992,-0.199643074,0.171137508,0.037421929,0.117455175,
"UKF1","Derbyshire and Nottinghamshire�",9250,1992,-0.096884454,0.197127224,0.11112574,0.288370126,
"UKF2","Leicestershire, Rutland and Northamptonshire�",9250,1992,-0.096884454,0.197127224,0.11112574,0.288370126,
"UKF3","Lincolnshire�",9250,1992,-0.096884454,0.197127224,0.11112574,0.288370126,
"UKG1","Herefordshire, Worcestershire and Warwickshire�",9240,1992,-0.25000304,-0.052616571,0.078517048,0.007303167,
"UKG2","Shropshire and Staffordshire�",9240,1992,-0.25000304,-0.052616571,0.078517048,0.007303167,
"UKG3","West Midlands�",9240,1992,-0.25000304,-0.052616571,0.078517048,0.007303167,
"UKH1","East Anglia�",9260,1992,-0.223600465,0.392967753,0.152214611,0.389279317,
"UKH2","Bedfordshire and Hertfordshire�",9330,1992,-0.112625422,0.243098999,0.196969803,0.41729288,
"UKH3","Essex�",9330,1992,-0.112625422,0.243098999,0.196969803,0.41729288,
"UKI3","London",9325,1992,-0.112625422,0.243098999,0.196969803,0.41729288,
"UKI4","London",9325,1992,-0.112625422,0.243098999,0.196969803,0.41729288,
"UKI5","London",9325,1992,-0.112625422,0.243098999,0.196969803,0.41729288,
"UKI6","London",9325,1992,-0.112625422,0.243098999,0.196969803,0.41729288,
"UKI7","London",9325,1992,-0.112625422,0.243098999,0.196969803,0.41729288,
"UKJ1","Oxfordshire, Berkshire, Buckinghamshire",9320,1992,-0.112625422,0.243098999,0.196969803,0.41729288,
"UKJ2","Surrey, East and West Sussex",9320,1992,-0.112625422,0.243098999,0.196969803,0.41729288,
"UKJ3","Hampshire and Isle of Wight",9320,1992,-0.112625422,0.243098999,0.196969803,0.41729288,
"UKJ4","Kent",9320,1992,-0.112625422,0.243098999,0.196969803,0.41729288,
"UKK1","Gloucestershire, Wiltshire and Bristol/Bath area",9310,1992,-0.082517967,0.203298054,0.213138547,0.410338432,
"UKK2","Dorset and Somerset",9310,1992,-0.082517967,0.203298054,0.213138547,0.410338432,
"UKK3","Cornwall and Isles of Scilly",9310,1992,-0.082517967,0.203298054,0.213138547,0.410338432,
"UKK4","Devon",9310,1992,-0.082517967,0.203298054,0.213138547,0.410338432,
"UKL1","West Wales and The Valleys",9230,1992,-0.040853777,0.011872534,-0.012984061,0.031134201,
"UKL2","East Wales",9230,1992,-0.040853777,0.011872534,-0.012984061,0.031134201,
"UKM5","North Eastern Scotland",9110,1992,0.117399091,0.131811485,0.098597914,0.165439354,
"UKM6","Highlands and Islands",9110,1992,0.117399091,0.131811485,0.098597914,0.165439354,
"UKM7","Eastern Scotland",9110,1992,0.117399091,0.131811485,0.098597914,0.165439354,
"UKM8","West Central Scotland",9110,1992,0.117399091,0.131811485,0.098597914,0.165439354,
"UKM9","Southern Scotland",9110,1992,0.117399091,0.131811485,0.098597914,0.165439354,
"UKN0","Northern Ireland",10150,1992,-0.210200573,0.116404377,-0.111012812,-0.018809803,
"AT11","Burgenland",17110,2002,-0.245709969,-0.000327985,-0.349563357,-0.422980364,
"AT12","Nieder�sterreich",17120,2002,-0.142285708,0.011656934,-0.151000829,-0.02358933,
"AT13","Wien",17130,2002,0.005909766,0.236741519,0.181710707,0.365557038,
"AT21","K�rnten",17210,2002,0.209516663,-0.16880462,-0.010199063,0.072926607,
"AT22","Steiermark",17220,2002,0.046099157,-0.017841543,0.016050914,0.153141419,
"AT31","Ober�sterreich",17310,2002,-0.188412897,-0.202069388,-0.176281291,-0.045723224,
"AT32","Salzburg",17320,2002,0.16460686,0.132269445,0.049703849,0.280089284,
"AT33","Tirol",17330,2002,-0.116908421,0.122008563,0.177793458,0.391271468,
"AT34","Vorarlberg",17340,2002,-0.115369927,-0.096583458,-0.00280624,0.206122434,
"BE10","R�gion de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest",2110,2002,-0.129709648,0.10592288,0.049509431,0.164979881,
"BE21","Prov. Antwerpen",2210,2002,-0.146630693,0.314229027,-0.072413851,-0.031708537,
"BE22","Prov. Limburg (BE)",2220,2002,-0.253244094,-0.057887582,-0.182202518,-0.008562239,
"BE23","Prov. Oost-Vlaanderen",2230,2002,-0.142424089,0.083190303,-0.147135441,-0.155113479,
"BE24","Prov. Vlaams-Brabant",2240,2002,-0.102047248,-0.024464181,-0.125649333,-0.05276899,
"BE25","Prov. West-Vlaanderen",2250,2002,-0.243142632,0.066031117,-0.16754827,-0.108755,
"BE31","Prov. Brabant Wallon",2310,2002,-0.044166215,-0.001894467,0.236957983,0.296111352,
"BE32","Prov. Hainaut",2320,2002,-0.342496539,-0.058398252,-0.295886746,-0.226348002,
"BE33","Prov. Li�ge",2330,2002,-0.372372359,0.252883301,-0.064764207,0.198453643,
"BE34","Prov. Luxembourg (BE)",2340,2002,-0.361646632,0.360462288,-0.078888471,0.242985009,
"BE35","Prov. Namur",2350,2002,-0.041616878,0.080151357,-0.042496265,-0.038448199,
"BG31","Severozapaden",28310,2002,0.091969713,-0.180790544,-0.12430874,-0.339507047,
"BG32","Severen Tsentralen",28320,2002,-0.057780407,-0.039286669,-0.229481383,-0.392520988,
"BG33","Severoiztochen",28330,2002,0.031252696,-0.345838756,-0.082734129,-0.221887895,
"BG34","Yugoiztochen",28340,2002,0.025426699,-0.096010243,-0.219775967,-0.2929561,
"BG41","Yugozapaden",28410,2002,0.142993491,-0.037531559,0.028183173,-0.125380912,
"BG42","Yuzhen Tsentralen",28420,2002,-0.070154931,-0.021098706,-0.302759396,-0.448739246,
"CH01","R�gion l�manique",33110,2002,,,,,
"CH02","Espace Mittelland",33120,2002,,,,,
"CH03","Nordwestschweiz",33130,2002,,,,,
"CH04","Z�rich",33140,2002,,,,,
"CH05","Ostschweiz",33150,2002,,,,,
"CH06","Zentralschweiz",33160,2002,,,,,
"CH07","Ticino",33170,2002,,,,,
"CY00","Cyprus",16,2002,0.002744889,-0.404118328,-0.000138127,-0.299999973,
"CZ01","Praha",19110,2002,,,,,
"CZ02","St?edn� ?echy",19120,2002,0.061467096,0.017854517,0.179338519,0.283765209,
"CZ03","Jihoz�pad",19130,2002,0.056261831,-0.07159895,0.028617783,0.102469602,
"CZ04","Severoz�pad",19140,2002,-0.249820071,0.034957299,-0.067041539,-0.032104551,
"CZ05","Severov�chod",19150,2002,-0.017212137,-0.058404616,0.18141157,0.313956355,
"CZ06","Jihov�chod",19160,2002,0.079526861,-0.053692683,0.10684568,0.071929662,
"CZ07","St?edn� Morava",19170,2002,-0.064988208,0.160424457,0.202494942,0.298324779,
"CZ08","Moravskoslezsko",19180,2002,-0.31472282,0.096027619,0.073310131,0.198242754,
"DE11","Stuttgart�",4612,2002,-0.074782517,-0.309972154,-0.095376054,-0.05132534,
"DE12","Karlsruhe�",4611,2002,-0.045185144,-0.11902214,-0.024138489,0.117702688,
"DE13","Freiburg�",4613,2002,-0.080119446,0.285249805,-0.187063653,-0.169756803,
"DE14","T�bingen�",4614,2002,-0.45086932,0.136708164,-0.20514553,0.108189339,
"DE21","Oberbayern�",4623,2002,0.012614014,-0.061031485,0.21090829,0.393683828,
"DE22","Niederbayern�",4622,2002,0.120017702,-0.362487314,-0.37614529,-0.441386578,
"DE23","Oberpfalz�",4625,2002,-0.20472106,-0.242483847,0.074214659,0.130344173,
"DE24","Oberfranken�",4624,2002,-0.175178377,-0.403269132,-0.390680965,-0.375425836,
"DE25","Mittelfranken�",4621,2002,-0.381775476,-0.272685995,-0.439139484,-0.480254924,
"DE26","Unterfranken�",4627,2002,-0.121543083,-0.080049094,-0.457102015,-0.49606845,
"DE27","Schwaben�",4626,2002,0.025160057,-0.074139198,-0.314037885,-0.59887133,
"DE30","Berlin",4320,2002,0.378122321,0.324208027,0.027320032,0.054480646,
"DE40","Brandenburg",14330,2002,0.149974859,-0.058762628,-0.035092649,-0.075727811,
"DE50","Bremen",4130,2002,0.22779212,-0.034247541,0.037669279,0.020789942,
"DE60","Hamburg",4120,2002,-0.25143919,0.064191745,-0.241361811,-0.016598242,
"DE71","Darmstadt�",4421,2002,-0.078449142,-0.15401488,-0.173613415,-0.068266701,
"DE72","Gie�en�",4424,2002,0.319379055,0.382746017,-0.129253067,0.091661345,
"DE73","Kassel�",4422,2002,-0.349966379,0.01587723,-0.310550433,-0.140634018,
"DE80","Mecklenburg-Vorpommern",14210,2002,0.258327081,0.1464442,0.039319849,0.274648445,
"DE91","Braunschweig�",4142,2002,-0.2349752,-0.210290323,0.086342079,0.454927054,
"DE92","Hannover�",4143,2002,0.026042092,-3.81E-05,-0.028807922,0.088449748,
"DE93","L�neburg�",4145,2002,-0.017208363,-9.93E-06,-0.297668646,-0.200146426,
"DE94","Weser-Ems�",4141,2002,0.114838032,0.096428146,-0.032545919,0.066281542,
"DEA1","D�sseldorf�",4414,2002,0.194793066,0.006535,-0.083854682,0.057720621,
"DEA2","K�ln�",4415,2002,-0.104538389,-0.023217215,-0.091737724,0.091114948,
"DEA3","M�nster�",4416,2002,-0.190663087,0.210806888,0.005655282,0.230761012,
"DEA4","Detmold�",4413,2002,-0.359511574,-0.13733721,-0.342564811,-0.118227536,
"DEA5","Arnsberg�",4412,2002,0.178007543,-0.057016313,-0.070991816,0.049601016,
"DEB1","Koblenz�",4431,2002,-0.053709695,0.096874466,0.257822341,0.459746289,
"DEB2","Trier�",4435,2002,-0.078067193,0.656554569,0.384691596,0.74283846,
"DEB3","Rheinhessen-Pfalz�",4434,2002,-0.086116562,-0.067381348,-0.065235913,0.06239995,
"Dec-00","Saarland",4440,2002,0.287847953,-0.084965075,0.109452634,0.25629779,
"DED2","Dresden�",14522,2002,0.139906793,0.081850636,-0.116430293,-0.049382449,
"DED4","Chemnitz�",14521,2002,0.146648524,-0.123189007,-0.068508621,0.040322128,
"DED5","Leipzig�",14523,2002,0.122034959,0.366044969,0.322623925,0.474743722,
